Identifier,Record_URL,RecordDownload_URL,Thumbnail_URL,Business_Name,Record_Title,Business_Type,Notable_Graphics,Transcribed_Text,Colors,Subjects_LCSH,StreetAddress,City,County ,State,Country,Latitude,Longitude,Collection_Title,Rights
1402623,https://collections.lib.utah.edu/ark:/87278/s63f92jb,https://collections.lib.utah.edu/file?id=1402623,https://collections.lib.utah.edu/dl_thumbs/a8/c5/a8c550a9ca72901e541003b5bcaf2df617b2f94a.jpg,Kyoto,"Kyoto matchbook, Salt Lake City, Utah [1]",Restaurants,"Japanese caligraphy, building",Japanese restaurant,Purple and white with purple and white text,Advertising; Graphic arts; Restaurants,1300 S 1080 E,Salt Lake City,Salt Lake County,Utah,United States,40.7414499,-111.8599793,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402628,https://collections.lib.utah.edu/ark:/87278/s6zp8k05,https://collections.lib.utah.edu/file?id=1402628,https://collections.lib.utah.edu/dl_thumbs/ac/9c/ac9cfa38570a1b4072e4e8ab902f5bed56aa5631.jpg,Kyoto,"Kyoto matchbook, Salt Lake City, Utah [2]",Restaurants,"Japanese caligraphy, building",Japanese restaurant,Purple and white with purple and white text,Advertising; Graphic arts; Restaurants,1300 S 1080 E,Salt Lake City,Salt Lake County,Utah,United States,40.7414499,-111.8599793,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402633,https://collections.lib.utah.edu/ark:/87278/s6tx7t70,https://collections.lib.utah.edu/file?id=1402633,https://collections.lib.utah.edu/dl_thumbs/c2/5f/c25ff7714b73557e0fb9bcd5419b8b1b500bc72c.jpg,K.B. Bowling Lanes,"K.B. Bowling Lanes matchbook, Salt Lake City, Utah",Recreation centers,Pin up girl,Where Good Friends Meet,"Orange, yellow, and black with black text",Advertising; Graphic arts; Recreation centers,280 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7630347,-111.891362,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402636,https://collections.lib.utah.edu/ark:/87278/s6q572hz,https://collections.lib.utah.edu/file?id=1402636,https://collections.lib.utah.edu/dl_thumbs/20/98/209880b03cb5b02218eb06c04d612fb90cbc4c75.jpg,Law Motor Lodge,"Law Motor Lodge matchbook, Salt Lake CIty, Utah",Hotels,,Doubles; Good Beds; With or without kitchens,Cream with red text,Advertising; Graphic arts; Hotels,980 S State St,Salt Lake CIty,Salt Lake County,Utah,United States,40.7474237,-111.8885195,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402637,https://collections.lib.utah.edu/ark:/87278/s6kh5142,https://collections.lib.utah.edu/file?id=1402637,https://collections.lib.utah.edu/dl_thumbs/5a/f4/5af402a45e89ff628bdccb2d7d4f5b52c139f85e.jpg,Best Western,"Best Western matchbook, Salt Lake City, Utah",Hotels,Best Western logo,List of cities,"Black, white, red, and yellow with black and white text",Advertising; Graphic arts; Hotels,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402640,https://collections.lib.utah.edu/ark:/87278/s6fr48g7,https://collections.lib.utah.edu/file?id=1402640,https://collections.lib.utah.edu/dl_thumbs/74/c3/74c3902d63b0d541e186e7a84dcca2b18f321ec3.jpg,Motel Lake Point,"Motel Lake Point matchbook, Salt Lake City, Utah",Hotels,People at a table,On the shores of the Great Salt Lake,White with purple text,Advertising; Graphic arts; Hotels,Highway 40-50,Salt Lake City,Salt Lake County,Utah,United States,40.7707425,-111.8910709,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402641,https://collections.lib.utah.edu/ark:/87278/s6b03hs8,https://collections.lib.utah.edu/file?id=1402641,https://collections.lib.utah.edu/dl_thumbs/d1/5e/d15e78f14ecd6520f8fc410603a761624c64391f.jpg,Latches Coffee Shop,"Latches Coffee Shop matchbook, Salt Lake City, Utah",Restaurants,,Salt Lake's Finest Restaurant,Black with faded gold text,Advertising; Graphic arts; Restaurants,334 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7619935,-111.8913456,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402644,https://collections.lib.utah.edu/ark:/87278/s6672s4v,https://collections.lib.utah.edu/file?id=1402644,https://collections.lib.utah.edu/dl_thumbs/d5/26/d5269abf93d5c13c7607fc77e43eff691664c2a6.jpg,Little America,"Little America matchbook, Salt Lake City, Utah [2]",Restaurants,Great dane,Meet Your Friends Here,"Red, green, brown, and black with yellow and black text",Advertising; Graphic arts; Restaurants,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402649,https://collections.lib.utah.edu/ark:/87278/s62g21bm,https://collections.lib.utah.edu/file?id=1402649,https://collections.lib.utah.edu/dl_thumbs/be/7c/be7c390674b4f9e0c04c9f9f356a2655ff24ba82.jpg,Lunt's Motel,"Lunt's Motel matchbook, Salt Lake City, Utah",Hotels,Car and motel,Welcome; Drive In,Gold and purple with gold and purple text,Advertising; Graphic arts; Hotels,525 E 4th S,Salt Lake City,Salt Lake County,Utah,United States,40.774257,-111.8737436,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402652,https://collections.lib.utah.edu/ark:/87278/s6xq1hs1,https://collections.lib.utah.edu/file?id=1402652,https://collections.lib.utah.edu/dl_thumbs/1a/aa/1aaad041a213aad568b7158f0307bc27d35fa820.jpg,Vote for Lee,"Vote for Lee matchbook, Salt Lake CIty, Utah",Political Advertising,,Bring Brack Back; U.S. Senate,White and blue with blue text,"Advertising; Graphic arts; Advertising, political",,Salt Lake CIty,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402653,https://collections.lib.utah.edu/ark:/87278/s6sz0s2q,https://collections.lib.utah.edu/file?id=1402653,https://collections.lib.utah.edu/dl_thumbs/2a/db/2adb60459297e393d7800177bb7d82a579649405.jpg,The Lang Co,"The Lang Co matchbook, Salt Lake City, Utah",Restaurants,Restaurant and lamp,In Lamplighter Square,Black and white with white and black text,Advertising; Graphic arts; Restaurants,1615 Foothill Dr,Salt Lake City,Salt Lake County,Utah,United States,40.7344444,-111.8207587,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402654,https://collections.lib.utah.edu/ark:/87278/s6p88qr2,https://collections.lib.utah.edu/file?id=1402654,https://collections.lib.utah.edu/dl_thumbs/b9/86/b986a54d4474e2db288c4f9a2c9585b44f2a9c18.jpg,The Lang Company,"The Lang Company matchbook, Salt Lake City, Utah",Machinery industry,Car in forest,Road Adams Machinery,"Orange, black, and green with white, black, and red text",Advertising; Graphic arts; Machinery industry,1st S 2nd W,Salt Lake City,Salt Lake County,Utah,United States,40.6708079,-111.9460813,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402657,https://collections.lib.utah.edu/ark:/87278/s6jh802k,https://collections.lib.utah.edu/file?id=1402657,https://collections.lib.utah.edu/dl_thumbs/59/dc/59dcedf35910d84bc8a89cf46a30a7b67d2fc6d9.jpg,The Log Cabin Cabaret,"The Log Cabin Cabaret matchbook, Salt Lake City, Utah",Restaurants,People at table,Home style cooking,Pink and silver with silver text,Advertising; Graphic arts; Restaurants,1027 N Main,Cedar City,Iron County,Utah,United States,37.6946932,-113.0630259,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402660,https://collections.lib.utah.edu/ark:/87278/s6dr77bv,https://collections.lib.utah.edu/file?id=1402660,https://collections.lib.utah.edu/dl_thumbs/75/18/75189787a59fc1cd8628c61cc42bdfd4f92d3afe.jpg,Le Parisien,"Le Parisien matchbook, Salt Lake City, Utah [1]",Restaurants,Stripes,The French Restaurant You Can Afford,White and red with black text,Advertising; Graphic arts; Restaurants,417 S 3rd E,Salt Lake City,Salt Lake County,Utah,United States,40.7601223,-111.8824528,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402663,https://collections.lib.utah.edu/ark:/87278/s6906gpb,https://collections.lib.utah.edu/file?id=1402663,https://collections.lib.utah.edu/dl_thumbs/e7/81/e781c0089c0c4506f434a4d431606e7312009387.jpg,Lazy Bar Ranch,"Lazy Bar Ranch matchbook, Salt Lake City, Utah",Horse boarding facilities,Horse and rider,Dancing to Orchestra in Real Western Atmosphere,White and green with green text,Advertising; Graphic arts; Horse boarding facilities,6701 S 23 E,Salt Lake City,Salt Lake County,Utah,United States,40.7496284,-111.8253167,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402664,https://collections.lib.utah.edu/ark:/87278/s6575qwq,https://collections.lib.utah.edu/file?id=1402664,https://collections.lib.utah.edu/dl_thumbs/3c/35/3c3553b220bb5079bf970ec8e029dc09577087a6.jpg,Log Haven,"Log Haven matchbook, Salt Lake CIty, Utah [2]",Restaurants,Trees and building,Western America's Most Scenic Restaurant,Green with silver text,Advertising; Graphic arts; Restaurants,6451 Mill Creek Canyon Road,Salt Lake CIty,Salt Lake County,Utah,United States,40.6982751,-111.7266011,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402665,https://collections.lib.utah.edu/ark:/87278/s61g503w,https://collections.lib.utah.edu/file?id=1402665,https://collections.lib.utah.edu/dl_thumbs/7f/59/7f599e5bf327a09a2bb03c25ad2c5ecf03f070ea.jpg,Log Haven,"Log Haven matchbook, Salt Lake CIty, Utah [1]",Restaurants,Trees and building,Western America's Most Scenic Restaurant,Brown with brown text,Advertising; Graphic arts; Restaurants,6451 Mill Creek Canyon Road,Salt Lake CIty,Salt Lake County,Utah,United States,40.6982751,-111.7266011,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402666,https://collections.lib.utah.edu/ark:/87278/s6wq4gp3,https://collections.lib.utah.edu/file?id=1402666,https://collections.lib.utah.edu/dl_thumbs/fe/bb/febb77b4446e89478992578559266823225927c8.jpg,C. ED. Lewis Co ,"C. ED. Lewis Co matchbook, Salt Lake City, Utah",Real estate agents,"Home, fence",Own Your Own Home,Blue with gray text,Advertising; Graphic arts; Real estate agents,117 E Broadway,Salt Lake City,Salt Lake County,Utah,United States,40.7631608,-111.8872549,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402667,https://collections.lib.utah.edu/ark:/87278/s6s22fcd,https://collections.lib.utah.edu/file?id=1402667,https://collections.lib.utah.edu/dl_thumbs/bf/f1/bff14a5c50e0dfe009fa17b7aca75c03024b51c4.jpg,Le Parisien,"Le Parisien matchbook, Salt Lake City, Utah [3]",Restaurants,Stripes,The French Restaurant You Can Afford,White and red with black text,Advertising; Graphic arts; Restaurants,417 S 3rd E,Salt Lake City,Salt Lake County,Utah,United States,40.7601223,-111.8824528,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402670,https://collections.lib.utah.edu/ark:/87278/s6n91pnp,https://collections.lib.utah.edu/file?id=1402670,https://collections.lib.utah.edu/dl_thumbs/c0/3b/c03bbdb9357b7517e5fb4231942b75675c18908e.jpg,Le Parisien,"Le Parisien matchbook, Salt Lake City, Utah [2]",Restaurants,Stripes,The French Restaurant You Can Afford,White and red with black text,Advertising; Graphic arts; Restaurants,417 S 3rd E,Salt Lake City,Salt Lake County,Utah,United States,40.7601223,-111.8824528,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402673,https://collections.lib.utah.edu/ark:/87278/s6hj0xzd,https://collections.lib.utah.edu/file?id=1402673,https://collections.lib.utah.edu/dl_thumbs/7a/01/7a014263947a53f051befa6d0c5be1d0a50647b6.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [2]",Restaurants,,,Red with black text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402674,https://collections.lib.utah.edu/ark:/87278/s6cs068x,https://collections.lib.utah.edu/file?id=1402674,https://collections.lib.utah.edu/dl_thumbs/59/36/59366fd6b2e45f4b905ad69f1059485c6793f1d6.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [1]",Restaurants,,,Red with black text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402675,https://collections.lib.utah.edu/ark:/87278/s6809fhh,https://collections.lib.utah.edu/file?id=1402675,https://collections.lib.utah.edu/dl_thumbs/1c/0c/1c0c615427a026e484a514a8d1ca6f3be136edab.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [6]",Restaurants,Shapes and bowl,A good place to eat,Black and white with white text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402676,https://collections.lib.utah.edu/ark:/87278/s6478pqw,https://collections.lib.utah.edu/file?id=1402676,https://collections.lib.utah.edu/dl_thumbs/e4/06/e406a18db2fc55d0daf6b44058a0e11b21dd5d56.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [5]",Restaurants,Shapes and bowl,A good place to eat,Black and white with white text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402677,https://collections.lib.utah.edu/ark:/87278/s60g7z11,https://collections.lib.utah.edu/file?id=1402677,https://collections.lib.utah.edu/dl_thumbs/74/35/7435a26087982d307b16ee8252c2c5f7ccbb15df.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [4]",Restaurants,Shapes and bowl,A good place to eat,Black and white with white text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402678,https://collections.lib.utah.edu/ark:/87278/s6vt64z1,https://collections.lib.utah.edu/file?id=1402678,https://collections.lib.utah.edu/dl_thumbs/7f/6f/7f6fb2d3f7db0bcd36188cca9b69b14cfcfdbb6a.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [7]",Restaurants,Shapes and bowl,A good place to eat,Black and white with white text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402679,https://collections.lib.utah.edu/ark:/87278/s6r25d8g,https://collections.lib.utah.edu/file?id=1402679,https://collections.lib.utah.edu/dl_thumbs/3e/a9/3ea9b2b892007e5a3160db31e312b6d24c1c9742.jpg,Lamb's Grill Cafe,"Lamb's Grill Cafe matchbook, Salt Lake City, Utah [3]",Restaurants,,Salt Lake's most popular downtown restaurant since 1919,Red wtih silver text,Advertising; Graphic arts; Restaurants,169 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7653928,-111.8907448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402680,https://collections.lib.utah.edu/ark:/87278/s6m94njr,https://collections.lib.utah.edu/file?id=1402680,https://collections.lib.utah.edu/dl_thumbs/7b/40/7b409c70ebd6a04fef2bc76e7f1025f405ee55c4.jpg,Loyal Order of Moose,"Loyal Order of Moose matchbook, Salt Lake CIty, Utah [1]",Social groups,Moose,Join now,"Red, yellow, and brown with yellow and black text",Advertising; Graphic arts; Social groups,161 S 2nd E,Salt Lake CIty,Salt Lake County,Utah,United States,40.6919391,-111.8855048,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402681,https://collections.lib.utah.edu/ark:/87278/s6gj3wwx,https://collections.lib.utah.edu/file?id=1402681,https://collections.lib.utah.edu/dl_thumbs/97/7a/977acdcf37249a5c6cbb7f0c1376f5d1af9fe1fa.jpg,Little America,"Little America matchbook, Salt Lake City, Utah [1]",Hotels,,List of cities,Brown wtih gold text,Advertising; Graphic arts; Hotels,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402682,https://collections.lib.utah.edu/ark:/87278/s6bs3516,https://collections.lib.utah.edu/file?id=1402682,https://collections.lib.utah.edu/dl_thumbs/92/24/922486f220ee43e70ee90c885298b2c2cedae918.jpg,Lantern Lodge Motel,"Lantern Lodge Motel matchbook, Salt Lake City, Utah",Hotels,House,Your Home Away From Home,White with green text,Advertising; Graphic arts; Hotels,32 Elm St,Salt Lake City,Salt Lake County,Utah,United States,40.7238492,-111.8602432,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402683,https://collections.lib.utah.edu/ark:/87278/s6712d8b,https://collections.lib.utah.edu/file?id=1402683,https://collections.lib.utah.edu/dl_thumbs/27/8c/278c991a8a4500e07bfd1397ddacb304e302f8a2.jpg,Lettieri's ,"Lettieri's matchbook, Salt Lake City, Utah",Restaurants,,Famous for Corned Beef & Prime Rib,"Yellow, blue, white, and green with black letters",Advertising; Graphic arts; Restaurants,327 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7619409,-111.8905869,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402684,https://collections.lib.utah.edu/ark:/87278/s6381njm,https://collections.lib.utah.edu/file?id=1402684,https://collections.lib.utah.edu/dl_thumbs/b1/3e/b13ea09dbda94a765c7bad5d2e0b75e982886fe9.jpg,Luke's Italian Restaurant,"Luke's Italian Restaurant matchbook, Salt Lake City, Utah",Restaurants,Chef,Mrs. Grace Oliver Owner; Mark A Oliver Manager,White with red text,Advertising; Graphic arts; Restaurants,1374 Indiana Ave,Salt Lake City,Salt Lake County,Utah,United States,40.7512655,-111.9300794,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
